股票代码,所属概念数量,market_code,code,所属概念
301276.SZ,4,33,301276,三胎概念;IP经济(谷子经济);体育产业;融资融券
688646.SH,21,22,688646,固态电池;锂电池概念;芯片概念;比亚迪概念;宁德时代概念;钠离子电池;专精特新;钙钛矿电池;储能;机器视觉;新能源汽车;长安汽车概念;动力电池回收;机器人概念;人形机器人;超级电容;新型工业化;一带一路;智能物流;装配式建筑;ST板块
300611.SZ,11,33,300611,长安汽车概念;人形机器人;机器人概念;专精特新;比亚迪概念;新能源汽车;特斯拉概念;军工;航空发动机;深股通;股权转让(并购重组)
301043.SZ,6,33,301043,高铁;粤港澳大湾区;家用电器;PM2.5;建筑节能;融资融券
301260.SZ,11,33,301260,人形机器人;机器人概念;人民币贬值受益;跨境电商;锂电池概念;两轮车;人工智能;无人驾驶;储能;深股通;融资融券
600118.SH,21,17,600118,国产航母;卫星导航;大飞机;商业航天;军民融合;6G概念;中字头股票;军工;无人机;低空经济;高端装备;水利;央企国企改革;人工智能;一带一路;京津冀一体化;芯片概念;国企改革;智能医疗;沪股通;融资融券
300049.SZ,12,33,300049,医疗器械概念;家庭医生;智能医疗;三胎概念;参股保险;人民币贬值受益;西部大开发;肝炎概念;AI应用;医药电商;深股通;融资融券
688531.SH,18,17,688531,共封装光学(CPO);PCB概念;芯片概念;液冷服务器;商业航天;宁德时代概念;比亚迪概念;专精特新;固态电池;锂电池概念;特斯拉概念;高端装备;储能;一体化压铸;食品安全;人工智能;沪股通;融资融券
002594.SZ,24,33,002594,超级品牌;同花顺漂亮100;盐湖提锂;钠离子电池;汽车拆解概念;深股通;融资融券;动力电池回收;碳交易;DeepSeek概念;锂电池概念;储能;充电桩;车联网(车路协同);粤港澳大湾区;同花顺出海50;机器人概念;高压快充;光伏概念;新能源汽车;无人驾驶;数据中心(AIDC);比亚迪概念;芯片概念
600081.SH,16,17,600081,减速器;一体化压铸;华为汽车;长安汽车概念;汽车热管理;机器人概念;无人驾驶;EDR概念;比亚迪概念;新能源汽车;氢能源;智能座舱;传感器;汽车电子;沪股通;融资融券
600203.SH,24,17,600203,智能音箱;智能穿戴;无线耳机;华为手机;柔性屏(折叠屏);汽车电子;消费电子概念;小米概念;智能家居;MiniLED;智能座舱;5G;卫星导航;华为概念;海峡两岸;智慧灯杆;机器人概念;无人机;福建自贸区;抖音概念(字节概念);国企改革;芯片概念;融资融券;沪股通
300884.SZ,22,33,300884,人脸识别;鸿蒙概念;智慧城市;信创;安防;人工智能;脑机接口;阿里巴巴概念;DeepSeek概念;多模态AI;智能物流;智能家居;智能医疗;养老概念;华为概念;机器人概念;海峡两岸;福建自贸区;专精特新;PM2.5;小米概念;融资融券
688279.SH,5,17,688279,芯片概念;新能源汽车;机器人概念;沪股通;融资融券
300978.SZ,10,33,300978,长安汽车概念;华为汽车;百度概念;新能源汽车;比亚迪概念;智能座舱;毫米波雷达;汽车电子;深股通;融资融券
920906.BJ,8,151,920906,长安汽车概念;高端装备;机器人概念;比亚迪概念;无人驾驶;新能源汽车;融资融券;智能座舱
920405.BJ,5,151,920405,数据中心(AIDC);工业互联网;融资融券;固态电池;储能
603179.SH,6,17,603179,特斯拉概念;机器人概念;比亚迪概念;新能源汽车;沪股通;融资融券
688238.SH,9,17,688238,细胞免疫治疗;智能医疗;CRO概念;基因测序;重组蛋白;人工智能;上海自贸区;专精特新;融资融券
002475.SZ,35,33,002475,同花顺果指数;共封装光学(CPO);铜缆高速连接;华为手机;苹果概念;AI眼镜;液冷服务器;5G;汽车电子;无线耳机;消费电子概念;毫米波雷达;智能穿戴;芯片概念;智能座舱;数据中心(AIDC);智能音箱;MR(混合现实);商业航天;充电桩;无人驾驶;华为概念;新能源汽车;虚拟现实;机器视觉;海峡两岸;人形机器人;机器人概念;粤港澳大湾区;同花顺出海50;深股通;融资融券;人民币贬值受益;同花顺漂亮100;证金持股
600183.SH,14,17,600183,PCB概念;先进封装;共封装光学(CPO);存储芯片;MiniLED;芯片概念;5G;汽车电子;毫米波雷达;商业航天;华为概念;新能源汽车;沪股通;融资融券
920378.BJ,7,151,920378,减速器;人形机器人;专精特新;机器人概念;特斯拉概念;新能源汽车;融资融券
688729.SH,9,17,688729,中芯国际概念;存储芯片;科创次新股;芯片概念;注册制次新股;高端装备;国企改革;新股与次新股;融资融券
301228.SZ,4,33,301228,食品安全;土壤修复;深股通;融资融券
002454.SZ,16,33,002454,长安汽车概念;汽车热管理;低空经济;一带一路;华为汽车;飞行汽车(eVTOL);数字经济;新能源汽车;冷链物流;比亚迪概念;华为概念;储能;宁德时代概念;汽车电子;深股通;融资融券
000901.SZ,27,33,000901,军民融合;军工;卫星导航;商业航天;无人机;数字孪生;车联网(车路协同);智慧城市;工业互联网;京津冀一体化;中俄贸易概念;物联网;一带一路;无人驾驶;智能物流;新能源汽车;智能电网;黑龙江自贸区;传感器;人民币贬值受益;央企国企改革;国企改革;智能座舱;汽车电子;俄乌冲突概念;深股通;融资融券
688685.SH,17,17,688685,传感器;共封装光学(CPO);东数西算(算力);商业航天;专精特新;算力租赁;无人机;军工;航空发动机;高端装备;军民融合;人工智能;DeepSeek概念;独角兽概念;智能医疗;沪股通;融资融券
601899.SH,18,17,601899,金属铅;金属锌;黄金概念;金属铜;金属钴;小金属概念;盐湖提锂;同花顺出海50;福建自贸区;一带一路;锂电池概念;国企改革;证金持股;同花顺中特估100;沪股通;融资融券;同花顺漂亮100;氢能源
603320.SH,2,17,603320,空气能热泵;家用电器
920896.BJ,9,151,920896,专精特新;新能源汽车;机器人概念;风电;融资融券;西部大开发;两轮车;农机;减速器
688112.SH,9,17,688112,芯片概念;苹果概念;英伟达概念;专精特新;华为概念;粤港澳大湾区;人民币贬值受益;沪股通;融资融券
300879.SZ,13,33,300879,农机;跨境电商;乡村振兴;氢能源;人民币贬值受益;减速器;储能;锂电池概念;机器人概念;物联网;深股通;股权转让(并购重组);融资融券
601615.SH,17,17,601615,钙钛矿电池;商业航天;风电;HJT电池;绿色电力;光伏建筑一体化;储能;阿里巴巴概念;海工装备;人工智能;高端装备;光伏概念;氢能源;粤港澳大湾区;芯片概念;融资融券;沪股通
603829.SH,3,17,603829,智能电网;储能;光伏概念
002345.SZ,7,33,002345,黄金概念;小金属概念;IP经济(谷子经济);NFT概念;高股息精选;培育钻石;深股通
002154.SZ,6,33,002154,C2M概念;创投;数据要素;证金持股;融资融券;深股通
688239.SH,14,17,688239,航空发动机;商业航天;大飞机;专精特新;核电;高端装备;低空经济;海工装备;DeepSeek概念;锂电池概念;风电;西部大开发;沪股通;融资融券
300466.SZ,23,33,300466,鸿蒙概念;AI应用;人工智能;智能物流;C2M概念;数据安全;工业互联网;新型工业化;网络安全;机器人概念;云计算;燃料电池;一带一路;机器视觉;换电概念;无人机;华为概念;新能源汽车;比亚迪概念;国企改革;数据中心(AIDC);光伏概念;深股通
603613.SH,19,17,603613,ERP概念;虚拟数字人;跨境电商;统一大市场;ChatGPT概念;农村电商;数字经济;数据要素;DeepSeek概念;人工智能;抖音概念(字节概念);新疆振兴;算力租赁;工业互联网;物联网;东数西算(算力);华为概念;融资融券;沪股通
002931.SZ,5,33,002931,长安汽车概念;机器人概念;新能源汽车;深股通;股权转让(并购重组)
688399.SH,11,17,688399,专精特新;基因测序;猴痘概念;医疗器械概念;智能医疗;肝炎概念;维生素;流感;医药电商;沪股通;融资融券
603284.SH,6,17,603284,参股银行;乡村振兴;注册制次新股;专精特新;新股与次新股;融资融券
688331.SH,5,17,688331,细胞免疫治疗;创新药;眼科医疗;沪股通;融资融券
603009.SH,7,17,603009,人形机器人;汽车热管理;特斯拉概念;比亚迪概念;新能源汽车;融资融券;沪股通
300034.SZ,13,33,300034,大飞机;航空发动机;军民融合;军工;商业航天;核电;3D打印;央企国企改革;京津冀一体化;特钢概念;国企改革;融资融券;深股通
603530.SH,9,17,603530,抽水蓄能;柔性直流输电;智能电网;特高压;绿色电力;风电;核电;沪股通;融资融券
920035.BJ,10,151,920035,跨境电商;芯片概念;液冷服务器;云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益
001296.SZ,6,33,001296,西部大开发;长安汽车概念;军工;固废处理;页岩气;3D打印
002155.SZ,10,33,002155,金属铅;金属锌;黄金概念;小金属概念;2026一季报预增;乡村振兴;国企改革;深股通;股权转让(并购重组);融资融券
688360.SH,22,17,688360,人形机器人;新型工业化;数字孪生;机器人概念;物联网;高端装备;专精特新;华为概念;Web3.0;人工智能;智能物流;阿里巴巴概念;数字经济;拼多多概念;宁德时代概念;储能;跨境电商;锂电池概念;冷链物流;统一大市场;沪股通;融资融券
002383.SZ,23,33,002383,时空大数据;卫星导航;商业航天;无人机;数字乡村;智慧城市;车联网(车路协同);低空经济;水利;数字经济;农机;智慧灯杆;华为概念;机器人概念;京津冀一体化;无人驾驶;新型城镇化;国企改革;生态农业;芯片概念;汽车芯片;深股通;融资融券
002708.SZ,20,33,002708,减速器;人形机器人;股权转让(并购重组);智能座舱;汽车电子;智能穿戴;消费电子概念;比亚迪概念;AI眼镜;机器人概念;新能源汽车;长安汽车概念;无人驾驶;飞行汽车(eVTOL);军工;低空经济;PCB概念;风电;国企改革;深股通
601038.SH,10,17,601038,乡村振兴;国企改革;央企国企改革;中俄贸易概念;农机;工业互联网;高端装备;沪股通;融资融券;无人驾驶
688290.SH,12,17,688290,人形机器人;军工信息化;专精特新;机器人概念;核污染防治;军工;军民融合;DeepSeek概念;可控核聚变;核电;沪股通;融资融券
603262.SH,6,17,603262,三胎概念;AI智能体;人民币贬值受益;注册制次新股;新股与次新股;融资融券
000514.SZ,3,33,000514,物业管理;国企改革;西部大开发
920270.BJ,6,151,920270,特斯拉概念;人民币贬值受益;军工;机器人概念;专精特新;融资融券
300581.SZ,9,33,300581,军民融合;航空发动机;军工;西部大开发;无人机;卫星导航;专精特新;融资融券;深股通
001326.SZ,8,33,001326,物联网;智能家居;充电桩;人民币贬值受益;粤港澳大湾区;一带一路;储能;融资融券
300008.SZ,16,33,300008,军民融合;海工装备;垃圾分类;航运概念;军工;一带一路;人工智能;高端装备;风电;太赫兹;天然气;数字孪生;专精特新;机器人概念;深股通;融资融券
603601.SH,15,17,603601,大飞机;商业航天;核污染防治;特斯拉概念;PM2.5;核电;新能源汽车;家用电器;宁德时代概念;芯片概念;建筑节能;西部大开发;中芯国际概念;沪股通;融资融券
300124.SZ,22,33,300124,人形机器人;一体化压铸;新型工业化;工业母机;小米汽车;机器人概念;机器视觉;小米概念;新能源汽车;农机;工业互联网;AI应用;数字经济;人工智能;换电概念;DeepSeek概念;储能;液冷服务器;碳中和;同花顺漂亮100;深股通;融资融券
002625.SZ,21,33,002625,军民融合;商业航天;军工;无人机;低空经济;碳纤维;东数西算(算力);智能穿戴;华为概念;车联网(车路协同);无人驾驶;人工智能;AI应用;粤港澳大湾区;机器人概念;人形机器人;PEEK材料;雄安新区;深股通;股权转让(并购重组);融资融券
301182.SZ,13,33,301182,光纤概念;铜缆高速连接;消费电子概念;专精特新;新能源汽车;华为概念;高压快充;安防;机器人概念;充电桩;一带一路;深股通;融资融券
002420.SZ,22,33,002420,农机;广东自贸区;医疗器械概念;家用电器;低空经济;飞行汽车(eVTOL);华为汽车;粤港澳大湾区;机器人概念;汽车热管理;华为概念;新能源汽车;比亚迪概念;锂电池概念;储能;充电桩;小米概念;人形机器人;宁德时代概念;光伏概念;富士康概念;股权转让(并购重组)
301528.SZ,10,33,301528,专精特新;成飞概念;商业航天;芯片概念;卫星导航;比亚迪概念;新能源汽车;粤港澳大湾区;核电;融资融券
603109.SH,14,17,603109,无人机;专精特新;新能源汽车;数据中心(AIDC);机器人概念;人民币贬值受益;储能;水利;农机;中俄贸易概念;一带一路;西部大开发;乡村振兴;沪股通
300762.SZ,14,33,300762,卫星导航;商业航天;军工信息化;军民融合;芯片概念;军工;无人机;专精特新;5G;机器人概念;智慧城市;人工智能;深股通;融资融券
603956.SH,27,17,603956,新型城镇化;AI应用;水利;数字乡村;数字孪生;AI智能体;智谱AI;人工智能;数据要素;乡村振兴;智慧城市;DeepSeek概念;物联网;数字经济;净水概念;区块链;信创;工业互联网;华为鲲鹏;空间计算;华为昇腾;新型工业化;华为概念;机器人概念;专精特新;液冷服务器;地下管网
688070.SH,9,17,688070,智慧城市;军民融合;时空大数据;职业教育;低空经济;无人机;专精特新;西部大开发;融资融券
605333.SH,6,17,605333,华为汽车;人形机器人;特斯拉概念;新能源汽车;无人机;沪股通
300138.SZ,7,33,300138,代糖概念;农业种植;NMN概念;乡村振兴;工业大麻;一带一路;深股通
300536.SZ,6,33,300536,东数西算(算力);算力租赁;芯片概念;新型城镇化;垃圾分类;PPP概念
002985.SZ,14,33,002985,军民融合;大飞机;成飞概念;低空经济;军工;京津冀一体化;无人机;高铁;高端装备;卫星导航;商业航天;芯片概念;融资融券;深股通
688180.SH,6,17,688180,创新药;生物疫苗;猴痘概念;AIGC概念;沪股通;融资融券
002126.SZ,23,33,002126,液冷服务器;小米汽车;汽车热管理;华为汽车;人形机器人;特斯拉概念;数据中心(AIDC);小米概念;长安汽车概念;比亚迪概念;新能源汽车;东数西算(算力);机器人概念;宁德时代概念;低空经济;充电桩;工业互联网;储能;燃料电池;创投;氢能源;深股通;融资融券
003036.SZ,8,33,003036,固态电池;锂电池概念;新型工业化;机器人概念;高端装备;共同富裕示范区;参股银行;深股通
605011.SH,6,17,605011,绿色电力;煤炭概念;碳中和;国企改革;融资融券;沪股通
300460.SZ,22,33,300460,安防;抖音概念(字节概念);海工装备;星闪概念;无人机;元宇宙;机器人概念;DeepSeek概念;华为概念;小米概念;专精特新;比亚迪概念;数据中心(AIDC);卫星导航;商业航天;华为海思概念股;AI眼镜;汽车电子;苹果概念;芯片概念;ST板块;共封装光学(CPO)
002286.SZ,5,33,002286,代糖概念;三胎概念;合成生物;参股银行;中俄贸易概念
000561.SZ,13,33,000561,军民融合;大飞机;军工信息化;军工;无人机;低空经济;商业航天;西部大开发;国企改革;光伏概念;硅能源;股权转让(并购重组);深股通
301170.SZ,9,33,301170,一带一路;专精特新;燃料电池;氢能源;新能源汽车;参股银行;储能;减速器;融资融券
301383.SZ,20,33,301383,智能音箱;无线耳机;语音技术;MR(混合现实);智能穿戴;物联网;虚拟现实;AI眼镜;抖音概念(字节概念);消费电子概念;专精特新;百度概念;人民币贬值受益;跨境电商;电子竞技;智能医疗;医疗器械概念;一带一路;深股通;融资融券
000534.SZ,8,33,000534,航空发动机;大飞机;无人机;军工;低空经济;创新药;深股通;融资融券
002137.SZ,20,33,002137,先进封装;芯片概念;汽车电子;消费电子概念;无线耳机;5G;智能穿戴;光伏概念;华为概念;新能源汽车;物联网;抖音概念(字节概念);粤港澳大湾区;智能家居;区块链;数字经济;人民币贬值受益;文化传媒概念;网红经济;深股通
301008.SZ,9,33,301008,减速器;人形机器人;专精特新;传感器;机器人概念;家用电器;新能源汽车;智能家居;融资融券
300516.SZ,19,33,300516,中船系;卫星导航;光纤概念;军工信息化;商业航天;军民融合;军工;传感器;无人机;海工装备;量子科技;芯片概念;低空经济;无人驾驶;专精特新;数字经济;央企国企改革;国企改革;深股通
600933.SH,10,17,600933,汽车热管理;人形机器人;一体化压铸;机器人概念;人民币贬值受益;新能源汽车;一带一路;沪股通;共封装光学(CPO);融资融券
600212.SH,14,17,600212,换电概念;储能;充电桩;人工智能;新疆振兴;高压快充;一带一路;宁德时代概念;无人机;新能源汽车;机器人概念;专精特新;沪股通;融资融券
002843.SZ,15,33,002843,数据中心(AIDC);AI PC;商业航天;消费电子概念;智能穿戴;高压快充;华为概念;军工;光伏概念;苹果概念;充电桩;储能;一带一路;深股通;融资融券
300093.SZ,10,33,300093,HJT电池;建筑节能;光伏建筑一体化;钙钛矿电池;西部大开发;算力租赁;光伏概念;风电;绿色电力;摘帽
603655.SH,1,17,603655,新能源汽车
688443.SH,4,17,688443,创新药;西部大开发;沪股通;融资融券
603686.SH,24,17,603686,中俄贸易概念;人工智能;垃圾分类;智慧城市;海峡两岸;工业互联网;车联网(车路协同);智慧政务;固废处理;机器人概念;金属回收;氢能源;PPP概念;物业管理;无人驾驶;新能源汽车;动力电池回收;华为概念;充电桩;锂电池概念;金属镍;生物质能发电;沪股通;融资融券
001872.SZ,9,33,001872,高股息精选;航运概念;同花顺中特估100;国企改革;央企国企改革;一带一路;融资融券;深股通;粤港澳大湾区
002501.SZ,5,33,002501,ST板块;军工;光伏概念;新能源汽车;股权转让(并购重组)
002265.SZ,18,33,002265,兵装重组概念;军民融合;西部大开发;长安汽车概念;军工信息化;国企改革;军工;专精特新;机器人概念;央企国企改革;无人机;新能源汽车;无人驾驶;比亚迪概念;汽车电子;融资融券;股权转让(并购重组);深股通
002947.SZ,17,33,002947,AI PC;柔性屏(折叠屏);无线耳机;苹果概念;第三代半导体;消费电子概念;智能穿戴;5G;东数西算(算力);数据中心(AIDC);比亚迪概念;虚拟现实;新能源汽车;储能;人民币贬值受益;深股通;融资融券
000407.SZ,7,33,000407,页岩气;天然气;俄乌冲突概念;地下管网;新型城镇化;合成生物;股权转让(并购重组)
688235.SH,5,17,688235,创新药;同花顺出海50;人民币贬值受益;沪股通;融资融券
002723.SZ,12,33,002723,露营经济;跨境电商;新型烟草(电子烟);PPP概念;空气能热泵;宠物经济;医疗器械概念;家用电器;短剧游戏;储能;军工;液冷服务器
002615.SZ,16,33,002615,露营经济;三胎概念;体育产业;共同富裕示范区;跨境电商;网红经济;IP经济(谷子经济);人民币贬值受益;NFT概念;一带一路;智能家居;数字经济;华为概念;鸿蒙概念;星闪概念;人工智能
600026.SH,13,17,600026,航运概念;上海自贸区;人民币贬值受益;一带一路;俄乌冲突概念;国企改革;央企国企改革;同花顺中特估100;天然气;证金持股;沪股通;融资融券;中字头股票
002347.SZ,17,33,002347,新型工业化;高端装备;机器人概念;数字经济;工业互联网;人工智能;军工;机器视觉;新能源汽车;创投;专精特新;商业航天;核电;参股银行;锂电池概念;动力电池回收;超级电容
600353.SH,24,17,600353,光刻机;第三代半导体;先进封装;可控核聚变;5G;特高压;柔性直流输电;核电;航空发动机;东数西算(算力);无人机;军工;智能电网;无人驾驶;军民融合;人形机器人;风电;智慧城市;虚拟电厂;信创;西部大开发;DeepSeek概念;沪股通;融资融券
600262.SH,8,17,600262,人民币贬值受益;车联网(车路协同);华为概念;无人驾驶;西部大开发;氢能源;国企改革;央企国企改革
920116.BJ,12,151,920116,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;卫星导航;商业航天;数据要素;国企改革
002933.SZ,10,33,002933,京津冀一体化;军民融合;海工装备;机器人概念;国企改革;军工;无人机;高端装备;专精特新;人形机器人
300885.SZ,15,33,300885,减速器;人形机器人;机器人概念;卫星导航;低空经济;商业航天;新能源汽车;专精特新;人民币贬值受益;海峡两岸;一带一路;充电桩;消费电子概念;深股通;融资融券
002319.SZ,6,33,002319,石墨烯;横琴新区;柔性屏(折叠屏);光伏概念;文化传媒概念;HJT电池
301525.SZ,11,33,301525,人形机器人;汽车热管理;机器人概念;新能源汽车;汽车电子;专精特新;空气能热泵;数据中心(AIDC);冷链物流;深股通;融资融券
600835.SH,11,17,600835,减速器;人形机器人;机器人概念;物联网;上海国企改革;雅下水电概念;国企改革;沪股通;融资融券;锂电池概念;数据中心(AIDC)
601698.SH,12,17,601698,商业航天;军工;低空经济;6G概念;同花顺新质50;央企国企改革;一带一路;国企改革;中字头股票;同花顺中特估100;沪股通;融资融券
002488.SZ,8,33,002488,人形机器人;长安汽车概念;比亚迪概念;机器人概念;新能源汽车;独角兽概念;深股通;融资融券
603035.SH,11,17,603035,华为汽车;小米汽车;特斯拉概念;新能源汽车;机器视觉;比亚迪概念;小米概念;智能座舱;传感器;沪股通;融资融券
688309.SH,6,17,688309,专精特新;高端装备;人民币贬值受益;碳中和;固废处理;融资融券
002305.SZ,8,33,002305,ST板块;租售同权;物业管理;特色小镇;PPP概念;雄安新区;国企改革;央企国企改革
600482.SH,26,17,600482,中船系;数据中心(AIDC);国产航母;储能;风电;核电;海工装备;新能源汽车;燃料电池;长安汽车概念;军工;核污染防治;军民融合;石墨烯;氢能源;固态电池;DeepSeek概念;锂电池概念;京津冀一体化;雄安新区;央企国企改革;钠离子电池;沪股通;融资融券;国企改革;中字头股票
601010.SH,2,22,601010,ST板块;证金持股
601058.SH,9,17,601058,同花顺出海50;DeepSeek概念;人民币贬值受益;长安汽车概念;小米汽车;沪股通;比亚迪概念;小米概念;融资融券
301181.SZ,9,33,301181,汽车热管理;长安汽车概念;低空经济;比亚迪概念;新能源汽车;飞行汽车(eVTOL);燃料电池;宁德时代概念;融资融券
000738.SZ,12,33,000738,国产航母;航空发动机;军民融合;大飞机;军工;无人机;商业航天;高端装备;央企国企改革;国企改革;深股通;融资融券
920640.BJ,18,151,920640,军工;铜缆高速连接;无人机;卫星导航;融资融券;西部大开发;商业航天;华为概念;毫米波雷达;量子科技;芯片概念;国企改革;央企国企改革;军民融合;5G;军工信息化;低空经济;专精特新
002009.SZ,30,33,002009,新型工业化;人形机器人;无人零售;长安汽车概念;华为汽车;机器人概念;智能物流;车联网(车路协同);工业互联网;无人驾驶;垃圾分类;特斯拉概念;新能源汽车;脑机接口;腾讯概念;比亚迪概念;汽车拆解概念;固废处理;风电;储能;光伏概念;金属回收;锂电池概念;动力电池回收;富士康概念;金属镍;金属钴;小金属概念;深股通;融资融券
301295.SZ,8,33,301295,专精特新;智能家居;光伏概念;智能电网;新能源汽车;小米概念;汽车电子;融资融券
301575.SZ,12,33,301575,注册制次新股;跨境电商;一带一路;智能物流;人民币贬值受益;家用电器;智能家居;机器人概念;石墨烯;深股通;新股与次新股;融资融券
603678.SH,17,17,603678,超级电容;第三代半导体;5G;芯片概念;小米概念;商业航天;数据中心(AIDC);核电;新能源汽车;专精特新;军工;海峡两岸;创投;人工智能;无人机;沪股通;融资融券
300815.SZ,20,33,300815,AI应用;人形机器人;人工智能;DeepSeek概念;数字乡村;机器人概念;阿里巴巴概念;智慧城市;无人驾驶;一带一路;无人机;垃圾分类;金属回收;粤港澳大湾区;新型城镇化;PPP概念;碳中和;物业管理;东数西算(算力);深股通
688519.SH,10,17,688519,PCB概念;存储芯片;共封装光学(CPO);MiniLED;5G;新能源汽车;专精特新;华为概念;沪股通;融资融券
300903.SZ,28,33,300903,共封装光学(CPO);存储芯片;先进封装;PCB概念;MiniLED;芯片概念;消费电子概念;5G;汽车电子;毫米波雷达;小米概念;数据中心(AIDC);比亚迪概念;专精特新;血氧仪;新能源汽车;锂电池概念;无人机;充电桩;储能;军工;机器人概念;粤港澳大湾区;钠离子电池;低空经济;工业互联网;深股通;融资融券
002076.SZ,19,33,002076,宁德时代概念;锂电池概念;新能源汽车;粤港澳大湾区;芯片概念;智能家居;储能;光伏概念;创投;网络安全;数据中心(AIDC);跨境电商;量子科技;数据安全;数据要素;云计算;绿色电力;智慧城市;摘帽
001228.SZ,9,33,001228,跨境电商;统一大市场;共同富裕示范区;智能物流;航运概念;一带一路;工业互联网;换电概念;新能源汽车
301511.SZ,21,33,301511,PET铜箔;PCB概念;共封装光学(CPO);存储芯片;固态电池;柔性屏(折叠屏);5G;MiniLED;华为数字能源;宁德时代概念;消费电子概念;锂电池概念;储能;专精特新;比亚迪概念;华为概念;军工;新能源汽车;无人机;深股通;融资融券
603848.SH,4,17,603848,家用电器;智能家居;阿里巴巴概念;沪股通
002493.SZ,10,33,002493,煤化工概念;POE胶膜;同花顺中特估100;同花顺漂亮100;一带一路;碳纤维;数字经济;深股通;融资融券;光伏概念
603223.SH,4,17,603223,天然气;航运概念;沪股通;融资融券
920124.BJ,6,151,920124,减速器;人形机器人;粤港澳大湾区;新能源汽车;新股与次新股;融资融券
920839.BJ,12,151,920839,风电;海工装备;专精特新;无人驾驶;中俄贸易概念;新能源汽车;军民融合;机器人概念;军工;人形机器人;减速器;融资融券
000016.SZ,26,33,000016,网约车;ST板块;PPP概念;智能家居;星闪概念;创投;海峡两岸;MicroLED概念;污水处理;家用电器;鸿蒙概念;工业互联网;人工智能;DeepSeek概念;智能穿戴;国企改革;MiniLED;腾讯概念;无线耳机;消费电子概念;央企国企改革;5G;PCB概念;芯片概念;存储芯片;股权转让(并购重组)
002245.SZ,19,33,002245,MiniLED;钠离子电池;固态电池;锂电池概念;小米概念;芯片概念;人形机器人;储能;数据中心(AIDC);深股通;机器人概念;海峡两岸;智能家居;两轮车;飞行汽车(eVTOL);无人机;创投;一带一路;融资融券
600862.SH,19,17,600862,大飞机;航空发动机;央企国企改革;飞行汽车(eVTOL);军工;低空经济;碳纤维;国企改革;无人机;商业航天;高铁;高端装备;创投;工业母机;人形机器人;沪股通;PEEK材料;中字头股票;融资融券
688326.SH,20,17,688326,百度概念;汽车热管理;小米汽车;长安汽车概念;车联网(车路协同);飞行汽车(eVTOL);DeepSeek概念;无人驾驶;低空经济;机器人概念;大飞机;智能座舱;华为概念;虚拟现实;毫米波雷达;新能源汽车;商业航天;比亚迪概念;汽车电子;融资融券
300589.SZ,11,33,300589,军民融合;海工装备;军工;一带一路;燃料电池;粤港澳大湾区;专精特新;绿色电力;无人驾驶;深股通;融资融券
920146.BJ,4,151,920146,新能源汽车;氢能源;融资融券;比亚迪概念
603819.SH,4,17,603819,安防;新能源汽车;风电;股权转让(并购重组)
600165.SH,4,22,600165,合成生物;参股银行;ST板块;西部大开发
002198.SZ,6,33,002198,ST板块;仿制药一致性评价;创新药;医药电商;流感;医疗器械概念
000039.SZ,29,33,000039,风电;可燃冰;核电;储能;数据中心(AIDC);氢能源;海工装备;雄安新区;粤港澳大湾区;一带一路;物联网;智谱AI;人工智能;统一大市场;工业互联网;商业航天;DeepSeek概念;冷链物流;AI应用;智能物流;天然气;航运概念;参股券商;机器视觉;机器人概念;无人驾驶;同花顺出海50;深股通;融资融券
000408.SZ,10,33,000408,金属铜;黄金概念;小金属概念;盐湖提锂;化肥;锂电池概念;西部大开发;国企改革;融资融券;深股通
688281.SH,7,17,688281,碳纤维;航空发动机;军工;西部大开发;大飞机;沪股通;融资融券
688385.SH,12,17,688385,MCU芯片;汽车芯片;存储芯片;芯片概念;无线充电;东数西算(算力);英伟达概念;人工智能;卫星导航;先进封装;融资融券;沪股通
300819.SZ,7,33,300819,PCB概念;机器人概念;人民币贬值受益;固态电池;氢能源;体育产业;深股通
600239.SH,7,22,600239,特色小镇;物业管理;ST板块;工业大麻;养老概念;国企改革;西部大开发
605199.SH,10,22,605199,创新药;仿制药一致性评价;肝炎概念;医药电商;流感;三胎概念;幽门螺杆菌概念;海南自贸区;ST板块;专精特新
920218.BJ,4,151,920218,可降解塑料;专精特新;新股与次新股;融资融券
000909.SZ,14,33,000909,ST板块;物业管理;国企改革;共同富裕示范区;换电概念;智慧城市;智慧政务;云办公;充电桩;元宇宙;车联网(车路协同);无人驾驶;5G;消费电子概念
600066.SH,14,17,600066,高股息精选;冷链物流;露营经济;同花顺出海50;DeepSeek概念;沪股通;融资融券;汽车热管理;车联网(车路协同);氢能源;燃料电池;无人驾驶;动力电池回收;新能源汽车
603378.SH,4,22,603378,ST板块;建筑节能;AI智能体;长三角一体化
603588.SH,15,17,603588,金属铅;黄金概念;金属镍;金属铜;金属回收;小金属概念;固废处理;土壤修复;一带一路;污水处理;垃圾分类;生物质能发电;PPP概念;沪股通;融资融券
301121.SZ,18,33,301121,钠离子电池;锂电池概念;专精特新;固态电池;新能源汽车;新型烟草(电子烟);小米概念;智能音箱;消费电子概念;华为概念;储能;智能穿戴;无线耳机;充电桩;AI眼镜;阿里巴巴概念;西部大开发;融资融券
603040.SH,8,17,603040,汽车热管理;长安汽车概念;机器人概念;新能源汽车;比亚迪概念;专精特新;污水处理;沪股通
