股票代码,code,所属概念数量,所属概念,market_code
002615.SZ,002615,16,露营经济;人民币贬值受益;智能家居;一带一路;星闪概念;共同富裕示范区;华为概念;回购增持再贷款概念;跨境电商;三胎概念;体育产业;数字经济;鸿蒙概念;网红经济;IP经济(谷子经济);NFT概念,33
002124.SZ,002124,7,猪肉;预制菜;绿色电力;元宇宙;机器人概念;深股通;摘帽,33
002248.SZ,002248,4,工业母机;新型工业化;高端装备;2025年报预增,33
920261.BJ,920261,3,融资融券;环氧丙烷;体育产业,151
000807.SZ,000807,10,俄乌冲突概念;央企国企改革;西部大开发;国企改革;深股通;融资融券;燃料电池;碳交易;工业互联网;新能源汽车,33
300399.SZ,300399,12,互联网保险;互联网金融;百度概念;ChatGPT概念;数据要素;信创;阿里巴巴概念;AI应用;创投;国企改革;5G;深股通,33
603768.SH,603768,7,长安汽车概念;华为汽车;一体化压铸;新能源汽车;比亚迪概念;锂电池概念;宁德时代概念,17
300043.SZ,300043,21,文化传媒概念;手机游戏;网络游戏;NFT概念;电子竞技;云游戏;IP经济(谷子经济);抖音概念(字节概念);AI应用;元宇宙;腾讯概念;鸿蒙概念;人工智能;三胎概念;跨境电商;横琴新区;华为概念;数字货币;粤港澳大湾区;人民币贬值受益;深股通,33
300062.SZ,300062,14,智能电网;绿色电力;高压快充;充电桩;储能;光伏概念;高铁;锂电池概念;福建自贸区;宁德时代概念;一带一路;海峡两岸;机器人概念;新能源汽车,33
603727.SH,603727,8,天然气;俄乌冲突概念;中俄贸易概念;一带一路;锂电池概念;海工装备;京津冀一体化;融资融券,17
301609.SZ,301609,13,柔性直流输电;虚拟电厂;智能电网;特高压;充电桩;储能;注册制次新股;水利;核电;专精特新;深股通;新股与次新股;融资融券,33
002995.SZ,002995,25,快手概念;小红书概念;拼多多概念;短剧游戏;Web3.0;文化传媒概念;虚拟数字人;云办公;AIGC概念;抖音概念(字节概念);财税数字化;腾讯概念;IP经济(谷子经济);AI智能体;元宇宙;百度概念;阿里巴巴概念;预制菜;区块链;人工智能;数字经济;DeepSeek概念;虚拟现实;京津冀一体化;AI应用,33
300947.SZ,300947,13,租售同权;物业管理;旅游概念;IP经济(谷子经济);新型城镇化;建筑节能;元宇宙;人工智能;DeepSeek概念;ChatGPT概念;空间计算;AI应用;融资融券,33
600805.SH,600805,24,统一大市场;垃圾分类;超超临界发电;绿色电力;碳交易;国企改革;光伏建筑一体化;乡村振兴;氢能源;碳中和;风电;农机;储能;新能源汽车;锂电池概念;虚拟电厂;钠离子电池;机器人概念;光伏概念;高端装备;无人驾驶;时空大数据;工业母机;融资融券,17
002398.SZ,002398,39,房屋检测;建筑节能;装配式建筑;新型城镇化;水利;光伏建筑一体化;地下管网;福建自贸区;海峡两岸;高铁;数字孪生;数字经济;人工智能;医疗器械概念;DeepSeek概念;ERP概念;碳中和;机器人概念;一带一路;AIGC概念;AI智能体;光伏概念;阿里巴巴概念;华为鲲鹏;腾讯概念;数据安全;核电;3D打印;储能;新能源汽车;华为欧拉;水泥概念;AI应用;华为昇腾;风电;数据中心;创新药;算力租赁;汽车电子,33
300504.SZ,300504,14,F5G概念;光纤概念;WiFi 6;华为海思概念股;5G;物联网;虚拟现实;AI眼镜;华为概念;商业航天;星闪概念;鸿蒙概念;智能家居;西部大开发,33
600446.SH,600446,18,互联网金融;互联网保险;区块链;华为鲲鹏;信创;数据要素;AI智能体;数字经济;DeepSeek概念;智慧城市;独角兽概念;腾讯概念;人工智能;虚拟数字人;华为概念;AI应用;沪股通;融资融券,17
300870.SZ,300870,18,液冷服务器;富士康概念;第三代半导体;WiFi 6;数据中心;消费电子概念;无人机;华为概念;光伏概念;充电桩;比亚迪概念;海峡两岸;储能;一带一路;阿里巴巴概念;智能家居;深股通;融资融券,33
603608.SH,603608,8,C2M概念;AIGC概念;抖音概念(字节概念);网红经济;粤港澳大湾区;跨境电商;股权转让(并购重组);摘帽,17
002718.SZ,002718,4,网红经济;长三角一体化;智能家居;股权转让(并购重组),33
600543.SH,600543,6,乡村振兴;农业种植;旅游概念;国企改革;西部大开发;可降解塑料,17
600108.SH,600108,15,玉米;粮食概念;土地流转;农业种植;代糖概念;乡村振兴;西部大开发;国企改革;啤酒概念;回购增持再贷款概念;参股券商;水利;跨境电商;融资融券;沪股通,17
002227.SZ,002227,16,钒电池;换电概念;人工智能;虚拟电厂;粤港澳大湾区;高压快充;智能电网;充电桩;储能;阿里巴巴概念;风电;比亚迪概念;核电;数据中心;特高压;柔性直流输电,33
000715.SZ,000715,2,乡村振兴;IP经济(谷子经济),33
300591.SZ,300591,9,露营经济;网红经济;军民融合;跨境电商;腾讯概念;军工;人工智能;三胎概念;粤港澳大湾区,33
300717.SZ,300717,7,专精特新;参股银行;可降解塑料;回购增持再贷款概念;ETC;电子身份证;煤化工概念,33
301515.SZ,301515,7,脑机接口;智能医疗;医疗器械概念;专精特新;西部大开发;回购增持再贷款概念;融资融券,33
301092.SZ,301092,10,盐湖提锂;净水概念;稀土永磁;污水处理;减肥药;核电;核污染防治;专精特新;超超临界发电;融资融券,33
301299.SZ,301299,8,AI智能体;AIGC概念;数据要素;鸿蒙概念;DeepSeek概念;AI应用;期货概念;融资融券,33
002537.SZ,002537,20,数字货币;移动支付;互联网金融;蚂蚁集团概念;区块链;数字经济;元宇宙;NFT概念;华为概念;跨境电商;5G;华为汽车;比亚迪概念;冷链物流;家用电器;新能源汽车;特斯拉概念;2025年报预增;深股通;融资融券,33
605180.SH,605180,2,露营经济;碳纤维,17
002314.SZ,002314,16,物业管理;统一大市场;国企改革;冷链物流;跨境电商;绿色电力;一带一路;智能物流;天然气;粤港澳大湾区;车联网(车路协同);国产航母;专精特新;海工装备;储能;深股通,33
301053.SZ,301053,4,新型工业化;专精特新;一带一路;融资融券,33
600969.SH,600969,9,绿色电力;风电;地下管网;污水处理;充电桩;国企改革;PPP概念;一带一路;燃料电池,17
301503.SZ,301503,12,粤港澳大湾区;人民币贬值受益;智能物流;机器人概念;消费电子概念;中俄贸易概念;人工智能;数据中心;芯片概念;一带一路;电子竞技;融资融券,33
000897.SZ,000897,4,天津自贸区;雄安新区;国企改革;京津冀一体化,33
605303.SH,605303,8,存储芯片;芯片概念;新型城镇化;PPP概念;旅游概念;共同富裕示范区;雄安新区;乡村振兴,17
002098.SZ,002098,4,网红经济;跨境电商;海峡两岸;跨境支付(CIPS),33
002397.SZ,002397,5,C2M概念;智能家居;三胎概念;网红经济;IP经济(谷子经济),33
600097.SH,600097,5,上海国企改革;上海自贸区;人民币贬值受益;国企改革;航运概念,17
600506.SH,600506,24,新疆振兴;汽车热管理;液冷服务器;无人机;农机;央企国企改革;西部大开发;燃料电池;高铁;新能源汽车;机器人概念;国企改革;乡村振兴;碳中和;宁德时代概念;芯片概念;充电桩;风电;高压快充;数据中心;储能;人工智能;绿色电力;股权转让(并购重组),17
002219.SZ,002219,11,AI应用;民营医院;养老概念;智能医疗;三胎概念;AI智能体;DeepSeek概念;人工智能;西部大开发;深股通;融资融券,33
603334.SH,603334,6,注册制次新股;生物质能发电;专精特新;化肥;融资融券;新股与次新股,17
603890.SH,603890,18,富士康概念;AI PC;汽车电子;消费电子概念;AI眼镜;5G;小米汽车;比亚迪概念;人形机器人;新能源汽车;特斯拉概念;华为汽车;机器人概念;华为概念;F5G概念;人民币贬值受益;沪股通;融资融券,17
002273.SZ,002273,23,同花顺果指数;华为手机;AI眼镜;苹果概念;汽车电子;智能穿戴;消费电子概念;智能座舱;比亚迪概念;华为汽车;AI手机;人形机器人;小米概念;长安汽车概念;机器人概念;人民币贬值受益;安防;储能;华为概念;虚拟现实;元宇宙;深股通;融资融券,33
920088.BJ,920088,7,一带一路;空气能热泵;净水概念;专精特新;新疆振兴;融资融券;西部大开发,151
000683.SZ,000683,6,煤化工概念;化肥;碳中和;西部大开发;深股通;融资融券,33
300950.SZ,300950,8,专精特新;人民币贬值受益;固废处理;碳中和;氢能源;煤化工概念;股权转让(并购重组);融资融券,33
300150.SZ,300150,6,水利;安防;京津冀一体化;高铁;专精特新;AIGC概念,33
000609.SZ,000609,5,ST板块;互联网金融;创投;高铁;股权转让(并购重组),33
000635.SZ,000635,7,消毒剂;氢能源;西部大开发;国企改革;央企国企改革;绿色电力;碳交易,33
600697.SH,600697,12,冰雪产业;物业管理;免税店;体育产业;冷链物流;旅游概念;跨境电商;中俄贸易概念;国企改革;数字经济;阿里巴巴概念;黄金概念,17
000955.SZ,000955,8,海南自贸区;自由贸易港;三胎概念;创投;民营医院;医疗器械概念;军民融合;医药电商,33
000506.SZ,000506,9,黄金概念;金属铜;小金属概念;股权转让(并购重组);国企改革;一带一路;人民币贬值受益;深股通;摘帽,33
688639.SH,688639,7,维生素;合成生物;可降解塑料;人工智能;同花顺新质50;融资融券;沪股通,17
688005.SH,688005,12,钠离子电池;固态电池;动力电池回收;锂电池概念;金属钴;宁德时代概念;小金属概念;储能;低空经济;新能源汽车;沪股通;融资融券,17
600638.SH,600638,6,租售同权;物业管理;信托概念;国企改革;互联网金融;期货概念,17
002942.SZ,002942,3,磷化工;2025年报预增;乡村振兴,33
000657.SZ,000657,21,金属铜;小金属概念;金属钴;金属回收;PCB概念;光伏概念;可控核聚变;工业母机;海南自贸区;雅下水电概念;高端装备;军工;医疗器械概念;国企改革;DeepSeek概念;乡村振兴;创投;深股通;股权转让(并购重组);中字头股票;融资融券,33
688701.SH,688701,4,土壤修复;污水处理;固废处理;融资融券,17
603079.SH,603079,4,维生素;合成生物;2025年报预增;专精特新,17
000698.SZ,000698,6,消毒剂;丙烯酸;国企改革;央企国企改革;ST板块;POE胶膜,33
600568.SH,600568,8,ST板块;粤港澳大湾区;PPP概念;医疗器械概念;眼科医疗;细胞免疫治疗;民营医院;医药电商,22
600280.SH,600280,1,物业管理,17
920068.BJ,920068,9,无人机;海工装备;3D打印;小金属概念;专精特新;消费电子概念;商业航天;新股与次新股;融资融券,151
300333.SZ,300333,11,数字货币;移动支付;互联网金融;鸿蒙概念;信创;数字经济;数据要素;网络安全;数据安全;芯片概念;融资融券,33
603682.SH,603682,6,租售同权;新型城镇化;物业管理;高股息精选;IP经济(谷子经济);小红书概念,17
300956.SZ,300956,16,小米概念;消费电子概念;专精特新;机器人概念;人形机器人;AI PC;人民币贬值受益;储能;光伏概念;锂电池概念;光伏建筑一体化;固态电池;HJT电池;TOPCON电池;绿色电力;融资融券,33
603869.SH,603869,11,ST板块;物联网;华为概念;西部大开发;智慧城市;人工智能;ETC;数字经济;DeepSeek概念;算力租赁;多模态AI,22
300293.SZ,300293,10,光刻机;特斯拉概念;工业母机;新型工业化;人工智能;高端装备;人民币贬值受益;一带一路;氢能源;深股通,33
002321.SZ,002321,8,土地流转;农村电商;养鸡;乡村振兴;预制菜;食品安全;区块链;深股通,33
000899.SZ,000899,8,超超临界发电;抽水蓄能;绿色电力;储能;核电;国企改革;融资融券;深股通,33
605128.SH,605128,7,华为汽车;人形机器人;新能源汽车;机器人概念;高铁;华为概念;沪股通,17
603912.SH,603912,12,液冷服务器;数据中心;5G;东数西算(算力);算力租赁;华为概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);专精特新;百度概念;DeepSeek概念,17
603276.SH,603276,5,合成生物;生态农业;2025年报预增;锂电池概念;融资融券,17
300122.SZ,300122,13,猴痘概念;生物疫苗;流感;肝炎概念;重组蛋白;创新药;减肥药;合成生物;创投;西部大开发;同花顺漂亮100;深股通;融资融券,33
605003.SH,605003,2,人民币贬值受益;共同富裕示范区,17
603136.SH,603136,2,旅游概念;国企改革,17
002291.SZ,002291,20,小红书概念;快手概念;短剧游戏;网红经济;Web3.0;虚拟数字人;NFT概念;文化传媒概念;抖音概念(字节概念);数据要素;数字经济;广东自贸区;跨境电商;人工智能;虚拟现实;AI应用;粤港澳大湾区;乡村振兴;深股通;融资融券,33
600665.SH,600665,4,物业管理;国企改革;水利;西部大开发,17
301067.SZ,301067,10,AI眼镜;机器人概念;无线充电;消费电子概念;无人机;低空经济;卫星导航;粤港澳大湾区;铜缆高速连接;融资融券,33
301331.SZ,301331,7,流感;医药电商;创新药;2025年报预增;回购增持再贷款概念;西部大开发;融资融券,33
603566.SH,603566,9,动物疫苗;禽流感;宠物经济;医药电商;中俄贸易概念;2025年报预增;创投;沪股通;融资融券,17
600667.SH,600667,11,存储芯片;先进封装;OLED;芯片概念;数据中心;回购增持再贷款概念;光伏建筑一体化;绿色电力;国企改革;沪股通;融资融券,17
601002.SH,601002,7,高铁;海峡两岸;长三角一体化;核电;新能源汽车;2025年报预增;融资融券,17
603999.SH,603999,12,文化传媒概念;知识产权保护;NFT概念;IP经济(谷子经济);在线教育;腾讯概念;数据要素;参股保险;参股券商;国企改革;农村电商;西部大开发,17
603916.SH,603916,12,AI应用;房屋检测;建筑节能;水利;雅下水电概念;军工;水泥概念;核电;可控核聚变;风电;抽水蓄能;融资融券,17
301110.SZ,301110,12,小红书概念;AI智能体;抖音概念(字节概念);数据要素;阿里巴巴概念;人工智能;跨境电商;三胎概念;宠物经济;AI应用;深股通;融资融券,33
688148.SH,688148,9,固态电池;动力电池回收;锂电池概念;宁德时代概念;比亚迪概念;特斯拉概念;芯片概念;人形机器人;融资融券,17
600490.SH,600490,11,金属锌;黄金概念;金属铜;小金属概念;金属钴;金属镍;俄乌冲突概念;锂电池概念;一带一路;沪股通;融资融券,17
300637.SZ,300637,1,PCB概念,33
301187.SZ,301187,11,冰雪产业;家用电器;养老概念;跨境电商;机器人概念;人民币贬值受益;创投;一带一路;智能穿戴;深股通;融资融券,33
002988.SZ,002988,11,建筑节能;汽车热管理;华为汽车;比亚迪概念;新能源汽车;智能物流;商业航天;回购增持再贷款概念;光伏概念;储能;深股通,33
002535.SZ,002535,7,高端装备;燃料电池;储能;军工;安防;蚂蚁集团概念;煤炭概念,33
688150.SH,688150,8,PCB概念;OLED;柔性屏(折叠屏);专精特新;西部大开发;钙钛矿电池;沪股通;融资融券,17
301081.SZ,301081,5,专精特新;共同富裕示范区;污水处理;回购增持再贷款概念;融资融券,33
000816.SZ,000816,12,小金属概念;金属铜;金属铅;金属锌;农村电商;盐湖提锂;乡村振兴;农机;储能;减速器;数字乡村;融资融券,33
601702.SH,601702,6,特斯拉概念;比亚迪概念;专精特新;新能源汽车;融资融券;沪股通,17
300151.SZ,300151,9,芯片概念;人民币贬值受益;创投;医疗器械概念;基因测序;辅助生殖;医药电商;融资融券;深股通,33
002644.SZ,002644,9,流感;医药电商;肝炎概念;三胎概念;医疗器械概念;农业种植;消毒剂;西部大开发;国企改革,33
301206.SZ,301206,8,代糖概念;合成生物;人民币贬值受益;专精特新;新型工业化;绿色电力;深股通;融资融券,33
300266.SZ,300266,17,土壤修复;碳交易;PPP概念;污水处理;固废处理;水利;虚拟电厂;乡村振兴;生态农业;国企改革;储能;共同富裕示范区;东数西算(算力);阿里巴巴概念;股权转让(并购重组);固态电池;融资融券,33
603900.SH,603900,3,黄金概念;IP经济(谷子经济);股权转让(并购重组),17
002661.SZ,002661,8,农业种植;预制菜;猪肉;粮食概念;三胎概念;新疆振兴;食品安全;回购增持再贷款概念,33
688535.SH,688535,12,存储芯片;先进封装;汽车芯片;芯片概念;汽车电子;专精特新;华为概念;光伏概念;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,17
688359.SH,688359,7,PET铜箔;PCB概念;光伏概念;TOPCON电池;HJT电池;沪股通;融资融券,17
300194.SZ,300194,10,流感;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;创新药;猴痘概念;参股银行;西部大开发;深股通;融资融券,33
301578.SZ,301578,11,家用电器;智能家居;物联网;新型工业化;小米概念;消费电子概念;华为概念;人脸识别;星闪概念;鸿蒙概念;融资融券,33
600573.SH,600573,5,啤酒概念;旅游概念;合成生物;海峡两岸;国企改革,17
688317.SH,688317,11,禽流感;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;创新药;医疗器械概念;食品安全;回购增持再贷款概念;专精特新;融资融券,17
603617.SH,603617,5,水利;机器人概念;跨境电商;人民币贬值受益;共同富裕示范区,17
688515.SH,688515,16,汽车芯片;芯片概念;铜缆高速连接;智能座舱;小米概念;人形机器人;无人驾驶;比亚迪概念;数据中心;机器人概念;华为概念;车联网(车路协同);工业互联网;信创;沪股通;融资融券,17
601598.SH,601598,19,高股息精选;航运概念;同花顺中特估100;统一大市场;自由贸易港;冷链物流;中俄贸易概念;国企改革;央企国企改革;一带一路;回购增持再贷款概念;跨境电商;智能物流;无人驾驶;机器人概念;区块链;中字头股票;融资融券;沪股通,17
000557.SZ,000557,9,统一大市场;国企改革;煤炭概念;西部大开发;一带一路;无人驾驶;股权转让(并购重组);深股通;融资融券,33
605186.SH,605186,9,AI应用;智能医疗;医药电商;AI语料;数据要素;AI智能体;DeepSeek概念;中俄贸易概念;机器人概念,17
301629.SZ,301629,8,存储芯片;芯片概念;专精特新;机器视觉;比亚迪概念;华为概念;深股通;融资融券,33
002990.SZ,002990,28,语音技术;鸿蒙概念;安防;AIGC概念;智慧政务;信创;人脸识别;多模态AI;人工智能;网络安全;车联网(车路协同);数字经济;物联网;华为昇腾;DeepSeek概念;智慧城市;机器视觉;华为概念;无人驾驶;机器人概念;传感器;人形机器人;芯片概念;冷链物流;存储芯片;核污染防治;一带一路;深股通,33
000529.SZ,000529,8,预制菜;猪肉;养鸡;冷链物流;国企改革;广东自贸区;创投;粤港澳大湾区,33
600616.SH,600616,4,网红经济;上海国企改革;国企改革;融资融券,17
301367.SZ,301367,6,医疗器械概念;人民币贬值受益;京津冀一体化;机器人概念;深股通;融资融券,33
688351.SH,688351,5,医疗器械概念;智能医疗;专精特新;沪股通;融资融券,17
002298.SZ,002298,48,虚拟电厂;电力物联网;智能电网;抽水蓄能;东数西算(算力);云计算;光伏建筑一体化;数据安全;网络安全;数据中心;信创;智慧政务;腾讯概念;阿里巴巴概念;碳交易;充电桩;数据要素;人脸识别;绿色电力;智慧城市;AIGC概念;时空大数据;华为概念;储能;物联网;人工智能;数字经济;数字乡村;工业互联网;安防;碳中和;5G;水利;机器视觉;无线充电;传感器;军工信息化;新型城镇化;无人机;专精特新;军工;高铁;PPP概念;消费电子概念;锂电池概念;光纤概念;深股通;融资融券,33
300829.SZ,300829,8,土地流转;玉米;农业种植;乡村振兴;可降解塑料;参股银行;回购增持再贷款概念;2025年报预增,33
600051.SH,600051,7,物业管理;共同富裕示范区;跨境电商;旅游概念;绿色电力;航运概念;煤炭概念,17
000767.SZ,000767,9,超超临界发电;绿色电力;碳交易;风电;碳中和;国企改革;2025年报预增;深股通;融资融券,33
600408.SH,600408,4,煤炭概念;煤化工概念;氢能源;碳中和,17
002284.SZ,002284,12,2025年报预增;比亚迪概念;长安汽车概念;华为汽车;汽车电子;新能源汽车;智能物流;无人驾驶;车联网(车路协同);毫米波雷达;深股通;融资融券,33
001236.SZ,001236,4,期货概念;国企改革;创投;深股通,33
002652.SZ,002652,2,雄安新区;中芯国际概念,33
002172.SZ,002172,9,民营医院;毛发医疗;三胎概念;医美概念;养老概念;高压氧舱;冷链物流;国企改革;股权转让(并购重组),33
000014.SZ,000014,6,物业管理;深圳国企改革;粤港澳大湾区;智能家居;国企改革;股权转让(并购重组),33
300663.SZ,300663,48,数字货币;移动支付;电子身份证;互联网金融;财税数字化;蚂蚁集团概念;区块链;数据确权;华为鲲鹏;鸿蒙概念;华为盘古;数据要素;信创;跨境支付(CIPS);数据安全;华为欧拉;Web3.0;百度概念;华为昇腾;AI智能体;网络安全;数字乡村;云计算;智慧城市;数字经济;腾讯概念;无人零售;虚拟数字人;阿里巴巴概念;智谱AI;DeepSeek概念;人工智能;物联网;东数西算(算力);华为概念;京津冀一体化;量子科技;创投;化债概念(AMC概念);商业航天;小米概念;数据中心;乡村振兴;芯片概念;AI应用;脑机接口;深股通;融资融券,33
603221.SH,603221,1,人民币贬值受益,17
000677.SZ,000677,4,京津冀一体化;低空经济;军工;航空发动机,33
000910.SZ,000910,2,锂电池概念;融资融券,33
002323.SZ,002323,10,HJT电池;数字乡村;光伏建筑一体化;智慧城市;光伏概念;储能;绿色电力;一带一路;国企改革;融资融券,33
301246.SZ,301246,13,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;仿制药一致性评价;合成生物;流感;猴痘概念;比亚迪概念;2025年报预增;深股通;融资融券,33
600386.SH,600386,10,物业管理;京津冀一体化;国企改革;文化传媒概念;独角兽概念;汽车拆解概念;充电桩;新能源汽车;动力电池回收;融资融券,17
300941.SZ,300941,23,数字货币;移动支付;蚂蚁集团概念;智慧政务;鸿蒙概念;数字经济;信创;数据要素;数据安全;AI智能体;阿里巴巴概念;DeepSeek概念;人工智能;云计算;华为概念;智能医疗;养老概念;福建自贸区;海峡两岸;雄安新区;AI应用;深股通;融资融券,33
301300.SZ,301300,7,有机硅概念;专精特新;2025年报预增;海峡两岸;固废处理;硅能源;融资融券,33
688509.SH,688509,22,时空大数据;数字乡村;信创;华为欧拉;空间计算;数据要素;智慧城市;卫星导航;数字经济;人工智能;军工信息化;DeepSeek概念;物联网;低空经济;无人机;华为概念;PPP概念;地下管网;央企国企改革;国企改革;碳交易;融资融券,17
000068.SZ,000068,6,PPP概念;创投;国企改革;粤港澳大湾区;智慧城市;锂电池概念,33
603836.SH,603836,14,中韩自贸区;航运概念;统一大市场;中俄贸易概念;冷链物流;跨境电商;智能物流;一带一路;拼多多概念;数字经济;数据要素;小米概念;AI智能体;无人驾驶,17
002863.SZ,002863,14,一体化压铸;中俄贸易概念;长安汽车概念;长三角一体化;华为汽车;新能源汽车;比亚迪概念;机器人概念;一带一路;回购增持再贷款概念;两轮车;光伏概念;数字经济;融资融券,33
688589.SH,688589,19,MCU芯片;中芯国际概念;芯片概念;5G;传感器;专精特新;物联网;智能家居;粤港澳大湾区;智慧灯杆;卫星导航;智慧城市;光伏概念;人工智能;阿里巴巴概念;电力物联网;智能电网;高铁;融资融券,17
300412.SZ,300412,15,CRO概念;合成生物;医疗器械概念;共同富裕示范区;创新药;智能医疗;智能物流;专精特新;光伏建筑一体化;人工智能;数字孪生;新型工业化;机器人概念;啤酒概念;光刻胶,33
603282.SH,603282,2,污水处理;锂电池概念,17
688499.SH,688499,26,固态电池;钠离子电池;宁德时代概念;HJT电池;钙钛矿电池;PET铜箔;锂电池概念;光伏概念;人形机器人;比亚迪概念;消费电子概念;储能;新型工业化;机器人概念;华为数字能源;华为概念;燃料电池;高端装备;物联网;人工智能;智能物流;数字孪生;氢能源;回购增持再贷款概念;沪股通;融资融券,17
600689.SH,600689,7,人民币贬值受益;创投;物业管理;安防;国企改革;独角兽概念;股权转让(并购重组),17
688367.SH,688367,6,专精特新;无人驾驶;华为概念;工业互联网;DeepSeek概念;融资融券,17
605599.SH,605599,4,黄金概念;国企改革;IP经济(谷子经济);沪股通,17
600828.SH,600828,4,信托概念;物业管理;西部大开发;沪股通,17
300849.SZ,300849,1,可降解塑料,33
603602.SH,603602,24,AIGC概念;数据要素;抖音概念(字节概念);阿里巴巴概念;小红书概念;百度概念;腾讯概念;短剧游戏;数字经济;智慧城市;车联网(车路协同);算力租赁;东数西算(算力);华为概念;跨境电商;智慧灯杆;低空经济;AI应用;无人机;5G;飞行汽车(eVTOL);苹果概念;充电桩;融资融券,17
300528.SZ,300528,4,短剧游戏;文化传媒概念;国企改革;深股通,33
300074.SZ,300074,17,智慧城市;安防;DRG/DIP;创投;智能医疗;智慧政务;在线教育;华为概念;DeepSeek概念;AI智能体;家庭医生;低空经济;无人机;云办公;充电桩;储能;AI应用,33
603324.SH,603324,9,中芯国际概念;光刻胶;专精特新;先进封装;芯片概念;华为海思概念股;宁德时代概念;华为概念;回购增持再贷款概念,17
002993.SZ,002993,22,AI PC;汽车电子;消费电子概念;AI眼镜;第三代半导体;小米概念;苹果概念;专精特新;数据中心;无线充电;新能源汽车;机器人概念;光伏概念;华为概念;充电桩;储能;露营经济;一带一路;跨境电商;广东自贸区;网红经济;深股通,33
600203.SH,600203,23,智慧灯杆;无人机;智能座舱;智能穿戴;小米概念;智能音箱;机器人概念;卫星导航;华为概念;汽车电子;柔性屏(折叠屏);5G;智能家居;消费电子概念;无线耳机;海峡两岸;华为手机;MiniLED;福建自贸区;抖音概念(字节概念);国企改革;融资融券;沪股通,17
688692.SH,688692,7,AI语料;信创;数据要素;华为概念;智能电网;沪股通;融资融券,17
002830.SZ,002830,3,粤港澳大湾区;物业管理;华为概念,33
300256.SZ,300256,15,两轮车;华为概念;小米概念;智能座舱;智能穿戴;虚拟现实;毫米波雷达;特斯拉概念;新能源汽车;汽车电子;柔性屏(折叠屏);消费电子概念;OLED;华为手机;深股通,33
688737.SH,688737,12,碳纤维;新能源汽车;专精特新;长安汽车概念;固态电池;燃料电池;储能;钠离子电池;氢能源;绿色电力;西部大开发;融资融券,17
002141.SZ,002141,10,动物疫苗;PCB概念;横琴新区;粤港澳大湾区;广东自贸区;创投;独角兽概念;盐湖提锂;锂电池概念;摘帽,33
688339.SH,688339,8,燃料电池;储能;专精特新;氢能源;京津冀一体化;股权转让(并购重组);沪股通;融资融券,17
300259.SZ,300259,11,智能电网;水利;光伏概念;雄安新区;专精特新;传感器;物联网;华为概念;数字孪生;虚拟现实;数据要素,33
300851.SZ,300851,3,高铁;比亚迪概念;无人驾驶,33
300878.SZ,300878,6,创新药;肝炎概念;民营医院;医药电商;流感;融资融券,33
300386.SZ,300386,18,数字货币;移动支付;跨境支付(CIPS);人脸识别;区块链;国产操作系统;鸿蒙概念;华为鲲鹏;网络安全;车联网(车路协同);AI智能体;知识产权保护;物联网;量子科技;MCU芯片;芯片概念;汽车芯片;深股通,33
002454.SZ,002454,16,冷链物流;汽车热管理;华为汽车;一带一路;长安汽车概念;飞行汽车(eVTOL);新能源汽车;低空经济;比亚迪概念;数字经济;2025年报预增;华为概念;储能;宁德时代概念;深股通;融资融券,33
000020.SZ,000020,2,粤港澳大湾区;物业管理,33
603598.SH,603598,22,快手概念;短剧游戏;小红书概念;AIGC概念;AI应用;多模态AI;文化传媒概念;抖音概念(字节概念);虚拟数字人;拼多多概念;腾讯概念;AI智能体;百度概念;阿里巴巴概念;元宇宙;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化,17
600218.SH,600218,13,燃料电池;农机;新能源汽车;氢能源;工业互联网;光伏建筑一体化;减速器;中俄贸易概念;地下管网;钒电池;乡村振兴;国企改革;融资融券,17
600817.SH,600817,9,高股息精选;无人驾驶;汽车热管理;垃圾分类;新能源汽车;燃料电池;换电概念;氢能源;沪股通,17
688392.SH,688392,11,先进封装;芯片概念;液冷服务器;PET铜箔;专精特新;军工;比亚迪概念;宁德时代概念;固态电池;沪股通;融资融券,17
688573.SH,688573,19,比亚迪概念;专精特新;锂电池概念;宁德时代概念;固态电池;消费电子概念;粤港澳大湾区;机器人概念;燃料电池;人形机器人;华为概念;高端装备;钠离子电池;存储芯片;MicroLED概念;回购增持再贷款概念;钙钛矿电池;氢能源;融资融券,17
002694.SZ,002694,6,地下管网;新型城镇化;体育产业;旅游概念;水利;空气能热泵,33
600792.SH,600792,4,煤炭概念;煤化工概念;国企改革;西部大开发,17
002022.SZ,002022,7,猴痘概念;流感;肝炎概念;宠物经济;医疗器械概念;食品安全;智能医疗,33
600997.SH,600997,5,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,17
002996.SZ,002996,11,金属回收;回购增持再贷款概念;西部大开发;碳中和;一体化压铸;2025年报预增;比亚迪概念;新能源汽车;专精特新;长安汽车概念;深股通,33
002571.SZ,002571,9,C2M概念;创投;新能源汽车;光伏概念;拼多多概念;网络游戏;一带一路;参股银行;股权转让(并购重组),33
601975.SH,601975,7,航运概念;央企国企改革;回购增持再贷款概念;国企改革;人民币贬值受益;沪股通;融资融券,17
