股票代码,所属概念,所属概念数量,code,market_code
002902.SZ,F5G概念;共封装光学(CPO);铜缆高速连接;华为海思概念股;第三代半导体;5G;芯片概念;消费电子概念;汽车电子;数据中心(AIDC);智能穿戴;商业航天;华为概念;光伏概念;粤港澳大湾区;新能源汽车;充电桩;车联网(车路协同);储能;工业互联网;海工装备;露营经济;数字经济;一带一路;体育产业;跨境电商;深股通;融资融券,28,002902,33
600372.SH,国产航母;军民融合;大飞机;军工信息化;军工;低空经济;央企国企改革;无人机;卫星导航;商业航天;飞行汽车(eVTOL);国企改革;新能源汽车;传感器;芯片概念;光纤概念;沪股通;融资融券;中字头股票,19,600372,17
603538.SH,减肥药;CRO概念;流感;肝炎概念;宠物经济;合成生物;辅助生殖;人民币贬值受益;机器人概念;沪股通;融资融券,11,603538,17
600222.SH,CRO概念;流感;三胎概念;医药电商;创新药;养老概念;农业种植;参股银行;乡村振兴;国企改革;融资融券;股权转让(并购重组),12,600222,17
000952.SZ,维生素;合成生物;肝炎概念;流感;仿制药一致性评价;国企改革,6,000952,33
301259.SZ,算力租赁;东数西算(算力);数据中心(AIDC);人工智能;新型城镇化;垃圾分类;芯片概念;土壤修复;污水处理;固废处理;乡村振兴;深股通;融资融券,13,301259,33
002716.SZ,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;2025年报预增;国企改革;深股通;融资融券,10,002716,33
600738.SH,跨境电商;国企改革;西部大开发;快手概念;2025年报预增,5,600738,17
002136.SZ,钛白粉概念;磷化工;锂电池概念;国企改革,4,002136,33
301662.SZ,固态电池;宁德时代概念;锂电池概念;钠离子电池;动力电池回收;比亚迪概念;粤港澳大湾区;深股通;融资融券,9,301662,33
300101.SZ,卫星导航;国产航母;军民融合;商业航天;军工;时空大数据;无人机;机器视觉;专精特新;物联网;5G;机器人概念;人工智能;智慧城市;芯片概念;共封装光学(CPO);西部大开发;深股通;融资融券,19,300101,33
600031.SH,同花顺出海50;雅下水电概念;农机;同花顺漂亮100;证金持股;人民币贬值受益;高端装备;一带一路;工业互联网;机器人概念;无人驾驶;新疆振兴;沪股通;融资融券,14,600031,17
601336.SH,互联网保险;证金持股;蚂蚁集团概念;沪股通;融资融券;国企改革,6,601336,17
603376.SH,注册制次新股;长安汽车概念;共同富裕示范区;无人驾驶;比亚迪概念;新能源汽车;传感器;专精特新;汽车电子;新股与次新股;融资融券,11,603376,17
002707.SZ,旅游概念;冰雪产业;宠物经济;IP经济(谷子经济);体育产业;露营经济;乡村振兴;京津冀一体化;互联网金融;跨境支付(CIPS);AI应用;足球概念;区块链;人工智能;AI智能体;一带一路;阿里巴巴概念;深股通;融资融券,19,002707,33
600268.SH,虚拟电厂;抽水蓄能;智能电网;特高压;数据要素;AI智能体;超超临界发电;风电;充电桩;DeepSeek概念;核电;水利;绿色电力;人工智能;雅下水电概念;高铁;数据中心(AIDC);雄安新区;储能;央企国企改革;新疆振兴;华为概念;商业航天;国企改革;高端装备;机器人概念;沪股通;融资融券,28,600268,17
300909.SZ,MiniLED;小米概念;消费电子概念;3D打印;智能座舱;专精特新;智能家居;富士康概念;华为概念;新能源汽车;创投;储能;深股通;融资融券,14,300909,33
001376.SZ,碳中和;深股通,2,001376,33
300775.SZ,大飞机;军民融合;航空发动机;卫星导航;商业航天;低空经济;军工;无人机;高端装备;专精特新;海工装备;西部大开发;融资融券;深股通,14,300775,33
600210.SH,高股息精选;可降解塑料;创投;绿色电力;锂电池概念;固态电池;飞行汽车(eVTOL);低空经济;比亚迪概念;大飞机;沪股通;融资融券,12,600210,17
601595.SH,网络游戏;IP经济(谷子经济);手机游戏;上海国企改革;文化传媒概念;乡村振兴;国企改革;抖音概念(字节概念);沪股通,9,601595,17
603611.SH,智能物流;人民币贬值受益;新型工业化;一带一路;工业互联网;机器人概念;互联网金融;车联网(车路协同);冷链物流;无人驾驶;人形机器人;物联网;统一大市场;锂电池概念;宁德时代概念;高股息精选;沪股通,17,603611,17
000949.SZ,国企改革;新疆振兴;深股通,3,000949,33
300300.SZ,家庭医生;独角兽概念;数字经济;智慧城市;海峡两岸;文化传媒概念;人工智能;东数西算(算力);充电桩;创投;国企改革;数据中心(AIDC);智能医疗;医疗器械概念;2025年报预增;融资融券;摘帽,17,300300,33
688068.SH,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;京津冀一体化;人工智能;沪股通;融资融券,13,688068,17
920061.BJ,宁德时代概念;融资融券;专精特新;机器人概念;稀土永磁;固态电池;锂电池概念,7,920061,151
601136.SH,期货概念;京津冀一体化;国企改革;沪股通;融资融券,5,601136,17
301551.SZ,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;在线教育;智能医疗;抖音概念(字节概念);百度概念;人工智能;国企改革;智能音箱;华为概念;深股通;融资融券,14,301551,33
688031.SH,MLOps概念;AI PC;数字水印;华为昇腾;华为鲲鹏;数据安全;多模态AI;信创;AIGC概念;英伟达概念;数据要素;AI智能体;AI应用;东数西算(算力);独角兽概念;华为概念;工业互联网;DeepSeek概念;人工智能;沪股通;融资融券,21,688031,17
002945.SZ,互联网金融;西部大开发;创投;融资融券;深股通,5,002945,33
000061.SZ,农业种植;农村电商;统一大市场;证金持股;乡村振兴;冷链物流;国企改革;深圳国企改革;农机;食品安全;区块链;粤港澳大湾区;2026一季报预增;深股通;融资融券,15,000061,33
002797.SZ,期货概念;区块链;深股通;融资融券,4,002797,33
688799.SH,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;合成生物;专精特新;沪股通;融资融券,8,688799,17
605080.SH,体育产业;共同富裕示范区;露营经济;人民币贬值受益;人工智能;一带一路,6,605080,17
600182.SH,黑龙江自贸区;工业互联网,2,600182,17
300528.SZ,短剧游戏;文化传媒概念;国企改革;深股通,4,300528,33
002992.SZ,小米概念;虚拟现实;比亚迪概念;新能源汽车;无人机;智能穿戴;智能座舱;华为概念;消费电子概念;AI眼镜;锂电池概念;固态电池;MiniLED;PET铜箔;深股通,15,002992,33
000937.SZ,煤炭概念;煤化工概念;国企改革;京津冀一体化;深股通;融资融券,6,000937,33
300736.SZ,华为概念;区块链;苹果概念,3,300736,33
000639.SZ,NMN概念;网红经济;ST板块;维生素;体育产业;跨境电商;阿里巴巴概念,7,000639,33
600731.SH,农业种植;合成生物;乡村振兴;国企改革;人民币贬值受益;锂电池概念;储能;商业航天,8,600731,17
603171.SH,财税数字化;ChatGPT概念;华为鲲鹏;AIGC概念;云计算;智慧政务;信创;鸿蒙概念;AI应用;数据要素;AI智能体;阿里巴巴概念;蚂蚁集团概念;数字经济;DeepSeek概念;人工智能;智慧城市;中国AI 50;融资融券;沪股通,20,603171,17
688399.SH,专精特新;基因测序;智能医疗;医疗器械概念;猴痘概念;肝炎概念;流感;维生素;医药电商;沪股通;融资融券,11,688399,17
300109.SZ,消毒剂;基因测序;智能医疗;固态电池;细胞免疫治疗;生物疫苗;创新药;深股通;融资融券,9,300109,33
002910.SZ,网红经济;乳业;乡村振兴;生态农业;宠物经济;西部大开发;国企改革,7,002910,33
688257.SH,PCB概念;2026一季报预增;工业母机;专精特新;融资融券,5,688257,17
300059.SZ,期货概念;互联网保险;互联网金融;AI应用;区块链;AIGC概念;证金持股;数据要素;同花顺漂亮100;DeepSeek概念;人工智能;深股通;融资融券,13,300059,33
688070.SH,军民融合;无人机;时空大数据;低空经济;智慧城市;专精特新;职业教育;西部大开发;融资融券,9,688070,17
300902.SZ,物联网;数据要素;安防;低空经济;机器人概念;长安汽车概念;无人机;专精特新;军工;比亚迪概念;飞行汽车(eVTOL);军民融合;海峡两岸;福建自贸区;新能源汽车;一带一路;储能;宁德时代概念;特高压;融资融券,20,300902,33
600761.SH,智能物流;国企改革;机器人概念;工业互联网;新能源汽车;机器视觉;华为概念;融资融券;沪股通,9,600761,17
688293.SH,CRO概念;重组蛋白;2025年报预增;沪股通;股权转让(并购重组);融资融券,6,688293,17
601881.SH,证金持股;同花顺中特估100;国企改革;沪股通;融资融券;中字头股票,6,601881,17
300633.SZ,宠物经济;智能医疗;中俄贸易概念;医疗器械概念;人工智能;融资融券;深股通,7,300633,33
688586.SH,军民融合;大飞机;商业航天;军工;无人机;专精特新;高端装备;央企国企改革;国企改革;沪股通;融资融券,11,688586,17
300142.SZ,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,7,300142,33
920367.BJ,仿制药一致性评价;人工智能;机器人概念;AI应用;医药电商;流感;智能医疗;融资融券;维生素;华为鲲鹏;创新药,11,920367,151
920405.BJ,数据中心(AIDC);工业互联网;融资融券;固态电池;储能,5,920405,151
000923.SZ,金属铜;人民币贬值受益;雄安新区;京津冀一体化;国企改革;同花顺中特估100;融资融券;深股通,8,000923,33
301268.SZ,一体化压铸;充电桩;低空经济;光伏概念;机器人概念;储能;特斯拉概念;人形机器人;比亚迪概念;新能源汽车;宁德时代概念;新型烟草(电子烟);华为概念;液冷服务器;深股通;融资融券,16,301268,33
601399.SH,水利;核电;海工装备;可控核聚变;央企国企改革;高端装备;创投;固废处理;风电;一带一路;国企改革;乡村振兴;西部大开发;抽水蓄能;超超临界发电;氢能源;新型工业化;储能;工业母机;沪股通;融资融券,21,601399,17
001367.SZ,仿制药一致性评价;合成生物;人民币贬值受益;专精特新;融资融券,5,001367,33
001286.SZ,煤炭概念;超超临界发电;高股息精选;国企改革;西部大开发;换电概念;充电桩;深股通;融资融券,9,001286,33
603776.SH,共享单车;燃料电池;芯片概念;氢能源;无人驾驶;物联网;机器人概念;两轮车;蚂蚁集团概念;存储芯片;养老概念;旅游概念;沪股通;股权转让(并购重组);融资融券,15,603776,17
300073.SZ,钠离子电池;动力电池回收;固态电池;锂电池概念;金属钴;宁德时代概念;小金属概念;储能;比亚迪概念;特斯拉概念;新能源汽车;飞行汽车(eVTOL);高端装备;低空经济;无人机;国企改革;央企国企改革;深股通;融资融券,19,300073,33
600316.SH,军民融合;大飞机;央企国企改革;军工;乡村振兴;无人机;低空经济;国企改革;高端装备;融资融券;沪股通,11,600316,17
688393.SH,人工智能;腾讯概念;肝炎概念;华为概念;融资融券,5,688393,17
603407.SH,注册制次新股;小金属概念;比亚迪概念;牙科医疗;新股与次新股;融资融券,6,603407,17
000036.SZ,盐湖提锂;物业管理;锂电池概念;碳中和;深股通;融资融券,6,000036,33
688545.SH,国家大基金持股;存储芯片;中芯国际概念;先进封装;光刻胶;芯片概念;独角兽概念;磷化工;国企改革;沪股通;融资融券,11,688545,17
600211.SH,创新药;生物疫苗;流感;高股息精选;基因测序;三胎概念;医疗器械概念;西部大开发;融资融券;沪股通,10,600211,17
600997.SH,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,5,600997,17
300773.SZ,数字货币;蚂蚁集团概念;移动支付;跨境支付(CIPS);互联网金融;区块链;数据确权;鸿蒙概念;云计算;数据要素;AI应用;腾讯概念;AI智能体;数字经济;DeepSeek概念;人工智能;华为概念;小米概念;2025年报预增;跨境电商;智能物流;参股保险;智能穿戴;深股通;融资融券,25,300773,33
688543.SH,军民融合;军工;无人机;商业航天;人工智能;国企改革;沪股通;融资融券,8,688543,17
600916.SH,黄金概念;央企国企改革;同花顺中特估100;国企改革;培育钻石;中字头股票;沪股通;融资融券,8,600916,17
301489.SZ,富士康概念;液冷服务器;AI手机;AI PC;AI眼镜;消费电子概念;无线充电;小米概念;专精特新;华为概念;比亚迪概念;小米汽车;汽车热管理;新能源汽车;机器人概念;智能家居;石墨烯;储能;一带一路;深股通;融资融券,21,301489,33
301632.SZ,房屋检测;垃圾分类;水利;文化传媒概念;建筑节能;国企改革;光伏建筑一体化;AIGC概念;DeepSeek概念;智能物流;注册制次新股;人工智能;智慧城市;AI智能体;碳中和;车联网(车路协同);低空经济;粤港澳大湾区;机器人概念;物联网;碳交易;光伏概念;5G;深股通;新股与次新股;融资融券,26,301632,33
603127.SH,CRO概念;细胞免疫治疗;创新药;生物疫苗;基因测序;智能医疗;专精特新;2025年报预增;融资融券;沪股通,10,603127,17
300774.SZ,金属铅;金属锌;金属铜;小金属概念;盐湖提锂;DeepSeek概念;水利;专精特新;污水处理;京津冀一体化;净水概念;PPP概念;融资融券,13,300774,33
688409.SH,光刻机;芯片概念;专精特新;DeepSeek概念;沪股通;融资融券,6,688409,17
601212.SH,金属铅;金属锌;黄金概念;金属铜;金属镍;小金属概念;超导概念;可控核聚变;锂电池概念;西部大开发;沪股通;融资融券,12,601212,17
000987.SZ,期货概念;化债概念(AMC概念);参股券商;乡村振兴;独角兽概念;绿色电力;国企改革;创投;风电;2025年报预增;粤港澳大湾区;2026一季报预增;深股通;融资融券,14,000987,33
603883.SH,医药电商;养老概念;医疗器械概念;智能医疗;AI智能体;腾讯概念;沪股通;融资融券,8,603883,17
301086.SZ,液冷服务器;富士康概念;苹果概念;消费电子概念;专精特新;工业母机;华为概念;锂电池概念;新能源汽车;虚拟现实;新型工业化;华为数字能源;储能;机器人概念;2026一季报预增;汽车热管理;深股通;融资融券,18,301086,33
000825.SZ,特钢概念;央企国企改革;国企改革;一带一路;核电;氢能源;军工;AI应用;燃料电池;可控核聚变;商业航天;比亚迪概念;华为概念;光伏概念;超超临界发电;柔性屏(折叠屏);华为手机;芯片概念;深股通;融资融券,20,000825,33
000899.SZ,抽水蓄能;超超临界发电;绿色电力;储能;核电;国企改革;融资融券;深股通,8,000899,33
600557.SH,医药电商;创新药;禽流感;毛发医疗;减肥药;流感;证金持股;养老概念;智能医疗;沪股通;融资融券,11,600557,17
688047.SH,MCU芯片;汽车芯片;东数西算(算力);信创;国产操作系统;芯片概念;百度概念;鸿蒙概念;商业航天;DeepSeek概念;机器人概念;沪股通;融资融券,13,688047,17
688171.SH,电力物联网;军工信息化;量子科技;智能电网;网络安全;信创;数据安全;数据要素;工业互联网;虚拟电厂;融资融券,11,688171,17
300783.SZ,预制菜;网红经济;IP经济(谷子经济);三胎概念;宠物经济;跨境电商;食品安全;专精特新;深股通,9,300783,33
600846.SH,垃圾分类;房屋检测;污水处理;装配式建筑;PPP概念;雄安新区;建筑节能;国企改革;沪股通;融资融券,10,600846,17
603165.SH,污水处理;参股银行;长三角一体化;高股息精选;传感器;芯片概念,6,603165,17
300873.SZ,新型工业化;工业互联网;人形机器人;机器人概念;数字孪生;新能源汽车;人工智能;智能物流;AI智能体;芯片概念;粤港澳大湾区;DeepSeek概念;数字经济;一带一路;跨境电商;冷链物流;统一大市场;航运概念;深股通;融资融券,20,300873,33
300791.SZ,维生素;宠物经济;DeepSeek概念;人民币贬值受益;深股通,5,300791,33
301421.SZ,光刻机;PCB概念;芯片概念;消费电子概念;AI眼镜;3D打印;机器视觉;专精特新;无人驾驶;无人机;机器人概念;安防;锂电池概念;医疗器械概念;基因测序;深股通;融资融券,17,301421,33
000922.SZ,核电;风电;水利;军工;机器人概念;新能源汽车;央企国企改革;黑龙江自贸区;氢能源;国企改革;深股通;融资融券,12,000922,33
600864.SH,期货概念;参股券商;碳交易;互联网金融;参股银行;黑龙江自贸区;国企改革;碳中和;创投;沪股通;融资融券,11,600864,17
301448.SZ,专精特新;人民币贬值受益;跨境电商;锂电池概念;融资融券,5,301448,33
920152.BJ,数据中心(AIDC);钙钛矿电池;储能;专精特新;西部大开发;超级电容;风电;动力电池回收;融资融券,9,920152,151
002598.SZ,污水处理;碳交易;国企改革;ST板块;工业互联网;物联网;机器人概念;军民融合;碳纤维;高端装备;军工;核电;无人机;储能;锂电池概念;钠离子电池;传感器;数据中心(AIDC);固态电池;芯片概念;PCB概念,21,002598,33
000735.SZ,海南自贸区;猪肉;生态农业;养鸡;动物疫苗;宠物经济;乡村振兴;冷链物流;自由贸易港;统一大市场;职业教育;深股通;融资融券,13,000735,33
920792.BJ,小金属概念;融资融券;专精特新,3,920792,151
002226.SZ,民爆概念;新疆振兴;水利;雅下水电概念;一带一路;AI语料;人工智能;工业互联网;专精特新;独角兽概念;多模态AI;创投;国企改革;央企国企改革;军民融合;风电;绿色电力;军工;比亚迪概念;新能源汽车;深股通,21,002226,33
920273.BJ,海峡两岸;乡村振兴;预制菜;专精特新;宠物经济;融资融券,6,920273,151
688578.SH,创新药;2025年报预增;沪股通;融资融券,4,688578,17
002640.SZ,拼多多概念;数字经济;互联网金融;网红经济;跨境电商;三胎概念;人民币贬值受益;无线耳机;深股通,9,002640,33
600530.SH,幽门螺杆菌概念;宠物经济;养老概念;沪股通,4,600530,17
001236.SZ,期货概念;国企改革;创投;深股通,4,001236,33
601066.SH,同花顺中特估100;沪股通;腾讯概念;融资融券,4,601066,17
002890.SZ,农机;乡村振兴;专精特新,3,002890,33
000786.SZ,装配式建筑;雅下水电概念;央企国企改革;国企改革;雄安新区;建筑节能;光伏建筑一体化;DeepSeek概念;深股通;融资融券,10,000786,33
603071.SH,煤炭概念;生物质能发电;绿色电力;统一大市场;高股息精选;国企改革;碳中和;污水处理;中俄贸易概念;储能;智能电网;换电概念;充电桩;沪股通,14,603071,17
002182.SZ,小金属概念;军工;无人机;商业航天;3D打印;飞行汽车(eVTOL);低空经济;苹果概念;5G;比亚迪概念;消费电子概念;机器人概念;特斯拉概念;华为概念;宁德时代概念;华为汽车;一体化压铸;富士康概念;长安汽车概念;氢能源;央企国企改革;国企改革;深股通;融资融券,24,002182,33
601688.SH,期货概念;证金持股;互联网金融;参股银行;国企改革;沪股通;融资融券,7,601688,17
603716.SH,细胞免疫治疗;创新药;生物疫苗;智能医疗;DRG/DIP;养老概念;医疗器械概念;脑机接口;AI应用;鸿蒙概念;DeepSeek概念;人工智能;数据安全;固废处理;信创;网络安全;华为概念;沪股通,18,603716,17
301192.SZ,专精特新;新能源汽车;融资融券,3,301192,33
603040.SH,汽车热管理;长安汽车概念;机器人概念;比亚迪概念;新能源汽车;专精特新;污水处理;沪股通,8,603040,17
601021.SH,免税店;证金持股;跨境电商;沪股通;融资融券,5,601021,17
000563.SZ,证金持股;信托概念;参股保险;参股银行;化债概念(AMC概念);国企改革;西部大开发;深股通;融资融券,9,000563,33
301367.SZ,医疗器械概念;京津冀一体化;人民币贬值受益;机器人概念;深股通;融资融券,6,301367,33
301511.SZ,PET铜箔;PCB概念;共封装光学(CPO);存储芯片;华为数字能源;固态电池;5G;宁德时代概念;柔性屏(折叠屏);消费电子概念;MiniLED;锂电池概念;储能;专精特新;比亚迪概念;华为概念;军工;新能源汽车;无人机;深股通;融资融券,21,301511,33
688765.SH,重组蛋白;创新药;注册制次新股;人民币贬值受益;农业种植;转基因;科创次新股;新股与次新股;融资融券,9,688765,17
688579.SH,智慧政务;数据确权;DRG/DIP;信创;AI智能体;数据要素;AI应用;虚拟数字人;区块链;DeepSeek概念;人工智能;虚拟现实;华为概念;智能医疗;智能电网;量子科技;虚拟电厂;国企改革;融资融券,19,688579,17
600498.SH,光纤概念;F5G概念;6G概念;共封装光学(CPO);WiFi 6;液冷服务器;卫星导航;特高压;商业航天;5G;芯片概念;数据中心(AIDC);海工装备;东数西算(算力);汽车芯片;MCU芯片;央企国企改革;国资云;华为昇腾;网络安全;智慧城市;云计算;一带一路;数字乡村;数据安全;人工智能;AI智能体;华为鲲鹏;创投;DeepSeek概念;数据要素;国企改革;智慧政务;智能医疗;沪股通;融资融券,36,600498,17
603313.SH,跨境电商;C2M概念;鸿蒙概念;智能家居;人民币贬值受益;沪股通,6,603313,17
600361.SH,金属回收;金属铜;宁德时代概念;超导概念;碳中和;华为概念;一带一路;无线耳机;比亚迪概念;特高压;小米概念;机器人概念;新能源汽车;消费电子概念;苹果概念;小米汽车;液冷服务器;富士康概念;沪股通,19,600361,17
000688.SZ,钛白粉概念;金属铅;金属锌;小金属概念;金属铜;黄金概念;锂电池概念;西部大开发;2025年报预增;深股通;股权转让(并购重组);融资融券,12,000688,33
600621.SH,期货概念;参股券商;上海国企改革;互联网金融;物业管理;DeepSeek概念;国企改革;创投;2025年报预增;沪股通;融资融券,11,600621,17
688660.SH,海工装备;风电;上海国企改革;国企改革;融资融券;沪股通,6,688660,17
600009.SH,免税店;证金持股;同花顺中特估100;上海国企改革;同花顺漂亮100;国企改革;上海自贸区;沪股通;融资融券,9,600009,17
601099.SH,互联网金融;西部大开发;沪股通;融资融券,4,601099,17
002829.SZ,军工信息化;卫星导航;商业航天;军民融合;军工;无人机;传感器;低空经济;人形机器人;小米概念;数字孪生;小米汽车;无人驾驶;安防;专精特新;机器人概念;人工智能;百度概念;新能源汽车;海工装备;智能物流;光纤概念,22,002829,33
603111.SH,养老概念;高铁;一带一路;医疗器械概念;高股息精选;智能医疗;工业互联网;高端装备;机器人概念;新型工业化;新能源汽车;无人驾驶;充电桩;工业母机;比亚迪概念;沪股通,16,603111,17
300990.SZ,光刻机;液冷服务器;芯片概念;数据中心(AIDC);专精特新;宁德时代概念;高端装备;新能源汽车;换电概念;储能;2025年报预增;氢能源;深股通;融资融券,14,300990,33
301501.SZ,一带一路;可降解塑料;专精特新;深股通;融资融券,5,301501,33
300492.SZ,AI应用;职业教育;在线教育;人工智能;西部大开发;2025年报预增;融资融券;深股通,8,300492,33
002988.SZ,汽车热管理;建筑节能;智能物流;华为汽车;新能源汽车;比亚迪概念;商业航天;储能;光伏概念;深股通,10,002988,33
000905.SZ,航运概念;自由贸易港;统一大市场;福建自贸区;国企改革;一带一路;跨境电商;海峡两岸;智能物流;绿色电力;融资融券;股权转让(并购重组);深股通,13,000905,33
603299.SH,NMN概念;天然气;国企改革;钠离子电池;储能;沪股通;融资融券,7,603299,17
600623.SH,煤化工概念;丙烯酸;消毒剂;PVDF概念;新疆振兴;氟化工概念;超级品牌;参股券商;上海国企改革;国企改革;锂电池概念;创投;DeepSeek概念;沪股通;芯片概念;融资融券,16,600623,17
600685.SH,中船系;国产航母;军民融合;海工装备;风电;央企国企改革;军工;国企改革;2025年报预增;商业航天;粤港澳大湾区;工业互联网;数据中心(AIDC);同花顺中特估100;2026一季报预增;沪股通;中字头股票;融资融券,18,600685,17
600010.SH,稀土永磁;特钢概念;氟化工概念;雅下水电概念;工业互联网;风电;数据中心(AIDC);人工智能;一带一路;储能;西部大开发;国企改革;中俄贸易概念;抽水蓄能;沪股通;融资融券,16,600010,17
002755.SZ,创新药;仿制药一致性评价;幽门螺杆菌概念;流感;医药电商;融资融券;深股通,7,002755,33
600155.SH,期货概念;白酒概念;参股券商;京津冀一体化;雄安新区;DeepSeek概念;数字经济;AI智能体;云计算;2025年报预增;沪股通;融资融券,12,600155,17
601890.SH,国产航母;海工装备;军民融合;军工;高端装备;风电;沪股通;融资融券,8,601890,17
001369.SZ,注册制次新股;锂电池概念;碳中和;西部大开发;光伏概念;专精特新;深股通;新股与次新股;融资融券,9,001369,33
000901.SZ,军民融合;卫星导航;商业航天;军工;无人机;数字孪生;车联网(车路协同);智慧城市;工业互联网;无人驾驶;物联网;新能源汽车;传感器;京津冀一体化;2025年报预增;智能电网;一带一路;央企国企改革;中俄贸易概念;智能物流;人民币贬值受益;智能座舱;汽车电子;黑龙江自贸区;国企改革;俄乌冲突概念;深股通;融资融券,28,000901,33
300027.SZ,短剧游戏;虚拟数字人;特色小镇;抖音概念(字节概念);腾讯概念;文化传媒概念;阿里巴巴概念;数字经济;元宇宙;IP经济(谷子经济);网红经济;旅游概念;ST板块,13,300027,33
601702.SH,锂电池概念;专精特新;比亚迪概念;新能源汽车;特斯拉概念;融资融券;沪股通,7,601702,17
688336.SH,重组蛋白;创新药;阿尔茨海默概念;2025年报预增;沪股通;融资融券,6,688336,17
603818.SH,京津冀一体化;人民币贬值受益;智能家居;海峡两岸,4,603818,17
601995.SH,期货概念;同花顺中特估100;国企改革;2025年报预增;2026一季报预增;中字头股票;融资融券;沪股通,8,601995,17
002324.SZ,军工;商业航天;PEEK材料;低空经济;卫星导航;碳纤维;脑机接口;6G概念;机器人概念;专精特新;2025年报预增;新能源汽车;长三角一体化;毫米波雷达;储能;锂电池概念;钠离子电池;固态电池;消费电子概念;深股通;融资融券,21,002324,33
600262.SH,车联网(车路协同);华为概念;人民币贬值受益;无人驾驶;西部大开发;氢能源;国企改革;央企国企改革,8,600262,17
002269.SZ,IP经济(谷子经济);三胎概念;上海自贸区;参股银行;深股通;融资融券,6,002269,33
002849.SZ,专精特新;星闪概念;物联网;智慧城市;DeepSeek概念;锂电池概念;动力电池回收;天然气,8,002849,33
920946.BJ,锂电池概念;专精特新;融资融券;国企改革,4,920946,151
688334.SH,柔性直流输电;智能电网;特高压;核电;充电桩;无人机;超导概念;一带一路;央企国企改革;西部大开发;国企改革;固态电池;沪股通;融资融券,14,688334,17
000158.SZ,华为盘古;ERP概念;华为鲲鹏;智慧政务;鸿蒙概念;AI应用;智谱AI;区块链;数据安全;信创;云计算;数据确权;网络安全;华为昇腾;互联网金融;国资云;百度概念;数字经济;阿里巴巴概念;DeepSeek概念;抖音概念(字节概念);腾讯概念;智慧城市;车联网(车路协同);人工智能;算力租赁;京津冀一体化;工业互联网;物业管理;东数西算(算力);华为概念;国企改革;参股银行;冷链物流;充电桩;数据中心(AIDC);绿色电力;深股通;融资融券,39,000158,33
688592.SH,卫星导航;商业航天;无人机;低空经济;专精特新;机器人概念;无人驾驶;车联网(车路协同);物联网;农机;芯片概念;腾讯概念;乡村振兴;融资融券,14,688592,17
603444.SH,网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;2025年报预增;沪股通;2026一季报预增;融资融券,9,603444,17
002379.SZ,股权转让(并购重组);金属回收;深股通;融资融券,4,002379,33
601686.SH,高股息精选;天津自贸区;地下管网;雄安新区;雅下水电概念;水利;2025年报预增;沪股通,8,601686,17
000728.SZ,证金持股;互联网金融;国企改革;深股通;融资融券,5,000728,33
002154.SZ,C2M概念;创投;数据要素;证金持股;融资融券;深股通,6,002154,33
300497.SZ,有机硅概念;CRO概念;氟化工概念;人造肉;锂电池概念;合成生物;化肥;猴痘概念;肝炎概念;创新药;比亚迪概念;光刻胶;2026一季报预增;融资融券;深股通,15,300497,33
002086.SZ,预制菜;猴痘概念;食品安全;幽门螺杆菌概念;基因测序;医疗器械概念;CRO概念;人民币贬值受益;深股通,9,002086,33
000534.SZ,航空发动机;低空经济;无人机;大飞机;军工;创新药;深股通;融资融券,8,000534,33
000524.SZ,免税店;NFT概念;旅游概念;广东自贸区;IP经济(谷子经济);冰雪产业;预制菜;养老概念;乡村振兴;AI应用;体育产业;露营经济;物业管理;AI智能体;DeepSeek概念;国企改革;人工智能;粤港澳大湾区;低空经济;股权转让(并购重组);深股通;融资融券,22,000524,33
603205.SH,三胎概念;医药电商;消毒剂;医疗器械概念;跨境电商;人民币贬值受益;融资融券,7,603205,17
300107.SZ,染料;京津冀一体化;雄安新区;低空经济;飞行汽车(eVTOL);深股通,6,300107,33
688539.SH,商业航天;军工;无人机;传感器;专精特新;海工装备;芯片概念;高铁;机器人概念;工业互联网;沪股通;融资融券,12,688539,17
603099.SH,冰雪产业;旅游概念;网约车;体育产业;特色小镇;国企改革;融资融券;沪股通,8,603099,17
600160.SH,PVDF概念;氟化工概念;消毒剂;煤化工概念;锂电池概念;2025年报预增;国企改革;液冷服务器;碳交易;数据中心(AIDC);风电;绿色电力;中芯国际概念;融资融券;沪股通,15,600160,17
000661.SZ,生物疫苗;阿尔茨海默概念;创新药;流感;辅助生殖;医美概念;证金持股;智能医疗;国企改革;AI智能体;深股通;融资融券,12,000661,33
002836.SZ,烟草,1,002836,33
301215.SZ,长安汽车概念;人工智能;车联网(车路协同);人脸识别;飞行汽车(eVTOL);智慧城市;小米汽车;无人驾驶;低空经济;虚拟现实;国企改革;比亚迪概念;小米概念;充电桩;氢能源;央企国企改革;深股通;中字头股票;融资融券,19,301215,33
600221.SH,自由贸易港;雄安新区;海南自贸区;融资融券;股权转让(并购重组);沪股通,6,600221,17
